,date,highest,lowest,weather,wind
1842,2019-02-13 星期三 ,8℃,4℃,中雨,东北风 3级
1843,2019-02-14 星期四 ,7℃,4℃,阴,东风 3级
1844,2019-02-15 星期五 ,8℃,5℃,中雨,东北风 2级
1845,2019-02-16 星期六 ,5℃,3℃,多云,北风 3级
1846,2019-02-17 星期日 ,8℃,2℃,小雨,北风 2级
1847,2019-02-18 星期一 ,8℃,5℃,多云,东风 3级
1848,2019-02-19 星期二 ,9℃,5℃,多云,西北风 3级
1849,2019-02-20 星期三 ,7℃,6℃,阴,东北风 2级
1850,2019-02-21 星期四 ,9℃,6℃,小雨,东北风 3级
1851,2019-02-22 星期五 ,6℃,5℃,多云,北风 3级
1852,2019-02-23 星期六 ,10℃,4℃,多云,北风 2级
1853,2019-02-24 星期日 ,11℃,4℃,多云,北风 2级
1854,2019-02-25 星期一 ,11℃,6℃,多云,东北风 2级
1855,2019-02-26 星期二 ,11℃,7℃,阴,东风 3级
1856,2019-02-27 星期三 ,11℃,7℃,多云,东北风 2级
1857,2019-02-28 星期四 ,10℃,8℃,阴,北风 2级
1858,2019-03-01 星期五 ,11℃,7℃,阴,东风 2级
1859,2019-03-02 星期六 ,9℃,7℃,多云,东风 3级
1860,2019-03-03 星期日 ,10℃,6℃,晴,西北风 2级
1861,2019-03-04 星期一 ,11℃,5℃,晴,西北风 3级
1862,2019-03-05 星期二 ,11℃,8℃,多云,东南风 3级
1863,2019-03-06 星期三 ,13℃,8℃,多云,北风 3级
1864,2019-03-07 星期四 ,11℃,2℃,晴,北风 4级
1865,2019-03-08 星期五 ,12℃,5℃,多云,东风 2级
1866,2019-03-09 星期六 ,13℃,8℃,多云,东北风 2级
1867,2019-03-10 星期日 ,13℃,8℃,晴,西北风 3级
1868,2019-03-11 星期一 ,18℃,7℃,晴,西风 3级
1869,2019-03-12 星期二 ,19℃,8℃,晴,西风 3级
1870,2019-03-13 星期三 ,16℃,7℃,阴,东风 2级
1871,2019-03-14 星期四 ,12℃,7℃,多云,南风 2级
1872,2019-03-15 星期五 ,19℃,7℃,多云,西风 3级
1873,2019-03-16 星期六 ,19℃,7℃,多云,南风 2级
1874,2019-03-17 星期日 ,22℃,9℃,多云,东风 2级
1875,2019-03-18 星期一 ,13℃,9℃,晴,东南风 2级
1876,2019-03-19 星期二 ,20℃,9℃,多云,东南风 3级
1877,2019-03-20 星期三 ,23℃,10℃,多云,南风 4级
1878,2019-03-21 星期四 ,19℃,9℃,中雨,北风 3级
1879,2019-03-22 星期五 ,11℃,8℃,多云,东北风 3级
1880,2019-03-23 星期六 ,16℃,4℃,晴,北风 3级
1881,2019-03-24 星期日 ,15℃,7℃,多云,东南风 2级
1882,2019-03-25 星期一 ,16℃,9℃,晴,南风 1级
1883,2019-03-26 星期二 ,22℃,10℃,多云,南风 2级
1884,2019-03-27 星期三 ,21℃,11℃,阴,南风 2级
1885,2019-03-28 星期四 ,19℃,13℃,小雨到中雨,东风 2级
1886,2019-03-29 星期五 ,20℃,13℃,晴,东风 2级
1887,2019-03-30 星期六 ,20℃,10℃,多云,北风 3级
1888,2019-03-31 星期日 ,15℃,9℃,晴,东北风 3级
1889,2019-04-01 星期一 ,18℃,8℃,多云,南风 2级
1890,2019-04-02 星期二 ,18℃,9℃,多云,南风 2级
1891,2019-04-03 星期三 ,18℃,12℃,多云,东风 2级
1892,2019-04-04 星期四 ,16℃,11℃,多云,东南风 3级
1893,2019-04-05 星期五 ,23℃,13℃,多云,西风 2级
1894,2019-04-06 星期六 ,26℃,14℃,晴,南风 2级
1895,2019-04-07 星期日 ,29℃,15℃,晴,西风 3级
1896,2019-04-08 星期一 ,27℃,16℃,多云,东风 3级
1897,2019-04-09 星期二 ,27℃,11℃,多云,西南风 4级
1898,2019-04-10 星期三 ,15℃,11℃,阴,西北风 3级
1899,2019-04-11 星期四 ,15℃,10℃,晴,东北风 2级
1900,2019-04-12 星期五 ,19℃,9℃,晴,东风 2级
1901,2019-04-13 星期六 ,21℃,12℃,多云,东南风 3级
1902,2019-04-14 星期日 ,20℃,12℃,多云,北风 3级
1903,2019-04-15 星期一 ,20℃,7℃,多云,东风 2级
1904,2019-04-16 星期二 ,18℃,13℃,多云,东南风 3级
1905,2019-04-17 星期三 ,25℃,13℃,晴,东南风 2级
1906,2019-04-18 星期四 ,28℃,13℃,多云,东南风 3级
1907,2019-04-19 星期五 ,25℃,18℃,晴转多云,东风 3级
1908,2019-04-20 星期六 ,24℃,18℃,多云转雨,东南风 3级
1909,2019-04-21 星期日 ,23℃,18℃,多云转雨,东南风 3级
1910,2019-04-22 星期一 ,21℃,19℃,小雨到中雨转雨,东风 3级
1911,2019-04-23 星期二 ,26℃,19℃,阴,西北风 2级
1912,2019-04-24 星期三 ,25℃,18℃,阴,东北风 2级
1913,2019-04-25 星期四 ,24℃,15℃,阴,东北风 2级
1914,2019-04-26 星期五 ,18℃,12℃,晴转多云,北风 3级
1915,2019-04-27 星期六 ,18℃,11℃,晴转多云,东风 3级
1916,2019-04-28 星期日 ,19℃,15℃,阴转多云,东南风 2级
1917,2019-04-29 星期一 ,20℃,15℃,多云转雨,北风 2级
1918,2019-04-30 星期二 ,18℃,15℃,多云转阴,北风 2级
1919,2019-05-01 星期三 ,23℃,14℃,多云,北风 2级
1920,2019-05-02 星期四 ,25℃,15℃,晴,东北风 2级
1921,2019-05-03 星期五 ,27℃,14℃,多云,东风 2级
1922,2019-05-04 星期六 ,27℃,15℃,晴,东南风 2级
1923,2019-05-05 星期日 ,27℃,17℃,阴,东南风 3级
1924,2019-05-06 星期一 ,20℃,14℃,多云,东北风 3级
1925,2019-05-07 星期二 ,21℃,14℃,阴,东北风 3级
1926,2019-05-08 星期三 ,20℃,15℃,晴,东南风 3级
1927,2019-05-09 星期四 ,26℃,15℃,多云,东风 2级
1928,2019-05-10 星期五 ,26℃,16℃,晴转多云,东南风 2级
1929,2019-05-11 星期六 ,30℃,17℃,晴,东南风 2级
1930,2019-05-12 星期日 ,29℃,19℃,阴,东南风 3级
1931,2019-05-13 星期一 ,23℃,17℃,多云,东南风 3级
1932,2019-05-14 星期二 ,22℃,17℃,阴,东风 2级
1933,2019-05-15 星期三 ,22℃,18℃,阴,东南风 3级
1934,2019-05-16 星期四 ,23℃,19℃,阴,东南风 2级
1935,2019-05-17 星期五 ,24℃,20℃,阴转多云,东南风 2级
1936,2019-05-18 星期六 ,27℃,20℃,晴转多云,西北风 3级
1937,2019-05-19 星期日 ,25℃,20℃,多云,北风 2级
1938,2019-05-20 星期一 ,24℃,18℃,晴转多云,北风 3级
1939,2019-05-21 星期二 ,28℃,17℃,多云,西南风 2级
1940,2019-05-22 星期三 ,29℃,16℃,晴,南风 2级
1941,2019-05-23 星期四 ,34℃,20℃,晴,南风 2级
1942,2019-05-24 星期五 ,33℃,21℃,阴,南风 3级
1943,2019-05-25 星期六 ,29℃,21℃,阴转雨,南风 4级
1944,2019-05-26 星期日 ,23℃,21℃,阴转雨,南风 4级
1945,2019-05-27 星期一 ,29℃,19℃,多云,北风 3级
1946,2019-05-28 星期二 ,25℃,17℃,阴转多云,东北风 3级
1947,2019-05-29 星期三 ,27℃,18℃,多云,东风 2级
1948,2019-05-30 星期四 ,26℃,20℃,小雨转雨,东南风 2级
1949,2019-05-31 星期五 ,26℃,20℃,阴转多云,北风 2级
1950,2019-06-01 星期六 ,25℃,18℃,多云,东南风 2级
1951,2019-06-02 星期日 ,26℃,19℃,晴转多云,东南风 2级
1952,2019-06-03 星期一 ,29℃,21℃,晴,东南风 3级
1953,2019-06-04 星期二 ,25℃,25℃,多云,南风 4级
1954,2019-06-05 星期三 ,32℃,22℃,阴,东南风 3级
1955,2019-06-06 星期四 ,30℃,25℃,阴转多云,西南风 4级
1956,2019-06-07 星期五 ,28℃,22℃,晴转多云,北风 3级
1957,2019-06-08 星期六 ,29℃,21℃,多云转阴,东南风 2级
1958,2019-06-09 星期日 ,29℃,21℃,阴,东南风 2级
1959,2019-06-10 星期一 ,28℃,22℃,阴转多云,东风 2级
1960,2019-06-11 星期二 ,28℃,20℃,阴,东北风 3级
1961,2019-06-12 星期三 ,27℃,20℃,阴,东南风 2级
1962,2019-06-13 星期四 ,24℃,17℃,小雨转雨,东南风 3级
1963,2019-06-14 星期五 ,27℃,20℃,晴,东北风 3级
1964,2019-06-15 星期六 ,32℃,20℃,多云,北风 2级
1965,2019-06-16 星期日 ,30℃,23℃,阴,东南风 2级
1966,2019-06-17 星期一 ,29℃,25℃,小雨转雨,南风 3级
1967,2019-06-18 星期二 ,25℃,23℃,多云,南风 3级
1968,2019-06-19 星期三 ,27℃,22℃,晴转多云,东北风 2级
1969,2019-06-20 星期四 ,24℃,21℃,阴转雨,东南风 3级
1970,2019-06-21 星期五 ,24℃,21℃,多云,东风 3级
1971,2019-06-22 星期六 ,27℃,21℃,阴,东北风 2级
1972,2019-06-23 星期日 ,27℃,20℃,多云,东北风 2级
1973,2019-06-24 星期一 ,27℃,21℃,阴,东南风 3级
1974,2019-06-25 星期二 ,26℃,22℃,多云转雨,东南风 3级
1975,2019-06-26 星期三 ,26℃,22℃,多云,东风 2级
1976,2019-06-27 星期四 ,29℃,23℃,阴转多云,东风 2级
1977,2019-06-28 星期五 ,33℃,24℃,晴转多云,东南风 2级
1978,2019-06-29 星期六 ,32℃,26℃,多云转雨,西南风 3级
1979,2019-06-30 星期日 ,27℃,24℃,多云,东风 2级
1980,2019-07-01 星期一 ,26℃,23℃,阴,东风 2级
1981,2019-07-02 星期二 ,25℃,23℃,多云转雨,东风 3级
1982,2019-07-03 星期三 ,26℃,22℃,阴,东风 2级
1983,2019-07-04 星期四 ,29℃,22℃,阴,东风 2级
1984,2019-07-05 星期五 ,27℃,23℃,晴,东南风 2级
1985,2019-07-06 星期六 ,31℃,23℃,多云转雨,东南风 3级
1986,2019-07-07 星期日 ,31℃,24℃,多云,西南风 3级
1987,2019-07-08 星期一 ,30℃,23℃,阴转雨,北风 2级
1988,2019-07-09 星期二 ,25℃,22℃,小雨到中雨,东风 3级
1989,2019-07-10 星期三 ,26℃,22℃,多云,北风 3级
1990,2019-07-11 星期四 ,28℃,22℃,多云,东南风 2级
1991,2019-07-12 星期五 ,27℃,23℃,中雨转雨,东风 3级
1992,2019-07-13 星期六 ,24℃,22℃,多云,东北风 3级
1993,2019-07-14 星期日 ,30℃,21℃,晴,东风 2级
1994,2019-07-15 星期一 ,30℃,24℃,晴转多云,东风 2级
1995,2019-07-16 星期二 ,29℃,24℃,阴转多云,东风 3级
1996,2019-07-17 星期三 ,31℃,25℃,多云,东南风 3级
1997,2019-07-18 星期四 ,32℃,26℃,多云,东风 3级
1998,2019-07-19 星期五 ,30℃,26℃,阴,北风 3级
1999,2019-07-20 星期六 ,33℃,26℃,多云,西北风 2级
2000,2019-07-21 星期日 ,35℃,27℃,晴,东风 2级
2001,2019-07-22 星期一 ,35℃,28℃,晴转多云,东南风 2级
2002,2019-07-23 星期二 ,35℃,28℃,晴转多云,南风 3级
2003,2019-07-24 星期三 ,37℃,29℃,阴,南风 2级
2004,2019-07-25 星期四 ,36℃,29℃,晴转雨,南风 2级
2005,2019-07-26 星期五 ,36℃,29℃,多云转雨,东南风 2级
2006,2019-07-27 星期六 ,34℃,29℃,阴转多云,南风 2级
2007,2019-07-28 星期日 ,35℃,29℃,晴,南风 3级
2008,2019-07-29 星期一 ,36℃,29℃,阴转多云,南风 3级
2009,2019-07-30 星期二 ,37℃,29℃,阴,南风 3级
2010,2019-07-31 星期三 ,36℃,29℃,晴转多云,南风 3级
2011,2019-08-01 星期四 ,35℃,28℃,晴转多云,东南风 3级
2012,2019-08-02 星期五 ,34℃,28℃,多云转晴,东南风 3级
2013,2019-08-03 星期六 ,33℃,27℃,多云转雨,东风 3级
2014,2019-08-04 星期日 ,31℃,26℃,多云,东南风 3级
2015,2019-08-05 星期一 ,33℃,26℃,晴,东南风 3级
2016,2019-08-06 星期二 ,34℃,27℃,多云转晴,东风 3级
2017,2019-08-07 星期三 ,34℃,27℃,多云,东南风 3级
2018,2019-08-08 星期四 ,33℃,27℃,多云,东风 3级
2019,2019-08-09 星期五 ,32℃,26℃,阴转雨,东风 5级
2020,2019-08-10 星期六 ,29℃,25℃,小雨到大雨,东风 6级
2021,2019-08-11 星期日 ,31℃,26℃,多云转晴,西南风 4级
2022,2019-08-12 星期一 ,34℃,27℃,多云转晴,西风 3级
2023,2019-08-13 星期二 ,34℃,28℃,多云转晴,东风 2级
2024,2019-08-14 星期三 ,34℃,27℃,多云,北风 2级
2025,2019-08-15 星期四 ,33℃,27℃,晴转雨,西北风 3级
2026,2019-08-16 星期五 ,34℃,26℃,晴,东风 2级
2027,2019-08-17 星期六 ,35℃,27℃,晴转雨,东南风 2级
2028,2019-08-18 星期日 ,31℃,25℃,多云,东北风 2级
2029,2019-08-19 星期一 ,31℃,26℃,多云转晴,东风 3级
2030,2019-08-20 星期二 ,32℃,25℃,晴,东风 2级
2031,2019-08-21 星期三 ,33℃,25℃,晴,东北风 2级
2032,2019-08-22 星期四 ,34℃,26℃,多云转晴,东风 2级
2033,2019-08-23 星期五 ,32℃,26℃,多云转雨,东风 2级
2034,2019-08-24 星期六 ,31℃,26℃,阴转多云,东风 3级
2035,2019-08-25 星期日 ,33℃,27℃,多云,东南风 3级
2036,2019-08-26 星期一 ,35℃,27℃,多云,南风 3级
2037,2019-08-27 星期二 ,35℃,28℃,小雨到大雨,西南风 2级
2038,2019-08-28 星期三 ,31℃,26℃,小雨到大雨,东北风 2级
2039,2019-08-29 星期四 ,26℃,21℃,多云,东风 2级
2040,2019-08-30 星期五 ,30℃,20℃,多云,东风 2级
2041,2019-08-31 星期六 ,30℃,23℃,大雨转雨,东风 3级
2042,2019-09-01 星期日 ,25℃,21℃,小雨到暴雨,东北风 3级
2043,2019-09-02 星期一 ,25℃,20℃,阴转雨,东北风 3级
2044,2019-09-03 星期二 ,26℃,23℃,多云转雨,东北风 2级
2045,2019-09-04 星期三 ,28℃,23℃,多云转雨,东北风 2级
2046,2019-09-05 星期四 ,30℃,24℃,多云,东北风 2级
2047,2019-09-06 星期五 ,28℃,24℃,多云,北风 3级
2048,2019-09-07 星期六 ,30℃,24℃,多云,西北风 3级
2049,2019-09-08 星期日 ,31℃,23℃,多云转晴,东北风 2级
2050,2019-09-09 星期一 ,29℃,23℃,晴,西北风 2级
2051,2019-09-10 星期二 ,32℃,24℃,晴,东南风 2级
2052,2019-09-11 星期三 ,32℃,25℃,多云转晴,东风 2级
2053,2019-09-12 星期四 ,31℃,25℃,晴,东北风 2级
2054,2019-09-13 星期五 ,31℃,24℃,晴,东风 2级
2055,2019-09-14 星期六 ,32℃,25℃,晴,东北风 2级
2056,2019-09-15 星期日 ,30℃,23℃,晴,北风 3级
2057,2019-09-16 星期一 ,29℃,23℃,多云转晴,北风 3级
2058,2019-09-17 星期二 ,29℃,23℃,晴转雨,北风 3级
2059,2019-09-18 星期三 ,29℃,23℃,晴,北风 4级
2060,2019-09-19 星期四 ,27℃,21℃,多云转晴,北风 3级
2061,2019-09-20 星期五 ,27℃,21℃,多云转雨,北风 3级
2062,2019-09-21 星期六 ,25℃,21℃,阴转雨,东北风 4级
2063,2019-09-22 星期日 ,23℃,20℃,晴转多云,北风 5级
2064,2019-09-23 星期一 ,26℃,20℃,晴,北风 3级
2065,2019-09-24 星期二 ,28℃,19℃,多云,北风 2级
2066,2019-09-25 星期三 ,27℃,20℃,多云,东北风 2级
2067,2019-09-26 星期四 ,27℃,18℃,晴,东风 2级
2068,2019-09-27 星期五 ,28℃,21℃,晴转多云,东北风 2级
2069,2019-09-28 星期六 ,28℃,21℃,晴,北风 2级
2070,2019-09-29 星期日 ,28℃,21℃,晴,东北风 2级
2071,2019-09-30 星期一 ,28℃,22℃,阴转雨,东北风 2级
2072,2019-10-01 星期二 ,24℃,22℃,暴雨转雨,东北风 4级
2073,2019-10-02 星期三 ,27℃,22℃,晴,西北风 4级
2074,2019-10-03 星期四 ,30℃,21℃,晴,东风 2级
2075,2019-10-04 星期五 ,29℃,23℃,晴转多云,东风 2级
2076,2019-10-05 星期六 ,24℃,20℃,阴,东北风 3级
2077,2019-10-06 星期日 ,24℃,19℃,晴转多云,东北风 2级
2078,2019-10-07 星期一 ,24℃,19℃,多云,西北风 2级
2079,2019-10-08 星期二 ,22℃,19℃,阴转多云,北风 3级
2080,2019-10-09 星期三 ,24℃,19℃,晴,东风 2级
2081,2019-10-10 星期四 ,27℃,19℃,晴转多云,东南风 2级
2082,2019-10-11 星期五 ,27℃,21℃,阴,东北风 2级
2083,2019-10-12 星期六 ,25℃,21℃,晴转多云,北风 3级
2084,2019-10-13 星期日 ,25℃,20℃,多云,东北风 2级
2085,2019-10-14 星期一 ,24℃,18℃,多云,东北风 3级
2086,2019-10-15 星期二 ,20℃,16℃,阴转多云,北风 3级
2087,2019-10-16 星期三 ,22℃,16℃,多云,东北风 3级
2088,2019-10-17 星期四 ,22℃,17℃,阴,北风 3级
2089,2019-10-18 星期五 ,23℃,17℃,晴,北风 3级
2090,2019-10-19 星期六 ,23℃,16℃,晴,北风 3级
2091,2019-10-20 星期日 ,24℃,16℃,晴,东北风 2级
2092,2019-10-21 星期一 ,23℃,16℃,晴转多云,东北风 2级
2093,2019-10-22 星期二 ,23℃,17℃,阴,东北风 2级
2094,2019-10-23 星期三 ,23℃,18℃,阴转多云,北风 3级
2095,2019-10-24 星期四 ,23℃,18℃,晴转多云,北风 3级
2096,2019-10-25 星期五 ,22℃,17℃,阴转雨,北风 3级
2097,2019-10-26 星期六 ,19℃,16℃,多云,北风 3级
2098,2019-10-27 星期日 ,19℃,14℃,晴转多云,东北风 2级
2099,2019-10-28 星期一 ,20℃,16℃,晴,西南风 2级
2100,2019-10-29 星期二 ,22℃,14℃,晴,北风 2级
2101,2019-10-30 星期三 ,21℃,14℃,多云转晴,东南风 1级
2102,2019-10-31 星期四 ,22℃,14℃,阴转多云,东南风 2级
2103,2019-11-01 星期五 ,23℃,14℃,晴转多云,东风 2级
2104,2019-11-02 星期六 ,21℃,16℃,小雨转阴,东风 2级
2105,2019-11-03 星期日 ,21℃,16℃,晴,东北风 2级
2106,2019-11-04 星期一 ,21℃,16℃,多云转晴,北风 3级
2107,2019-11-05 星期二 ,20℃,14℃,晴,北风 3级
2108,2019-11-06 星期三 ,19℃,14℃,多云,东北风 2级
2109,2019-11-07 星期四 ,19℃,16℃,多云,北风 3级
2110,2019-11-08 星期五 ,17℃,13℃,晴,北风 3级
2111,2019-11-09 星期六 ,18℃,13℃,晴,北风 2级
2112,2019-11-10 星期日 ,20℃,13℃,晴,西南风 3级
2113,2019-11-11 星期一 ,22℃,13℃,多云转晴,北风 2级
2114,2019-11-12 星期二 ,20℃,14℃,多云转阴,东南风 2级
2115,2019-11-13 星期三 ,17℃,15℃,多云,西北风 3级
2116,2019-11-14 星期四 ,16℃,12℃,晴,东北风 3级
2117,2019-11-15 星期五 ,19℃,12℃,多云转晴,南风 3级
2118,2019-11-16 星期六 ,21℃,15℃,多云,南风 2级
2119,2019-11-17 星期日 ,24℃,18℃,多云,西南风 3级
2120,2019-11-18 星期一 ,16℃,8℃,晴,北风 4级
2121,2019-11-19 星期二 ,13℃,8℃,晴,北风 3级
2122,2019-11-20 星期三 ,16℃,9℃,多云,东北风 3级
2123,2019-11-21 星期四 ,17℃,13℃,晴,东风 2级
2124,2019-11-22 星期五 ,20℃,13℃,多云,东风 2级
2125,2019-11-23 星期六 ,21℃,17℃,多云,东南风 2级
2126,2019-11-24 星期日 ,21℃,13℃,阴,北风 3级
2127,2019-11-25 星期一 ,13℃,8℃,多云,北风 4级
2128,2019-11-26 星期二 ,12℃,7℃,阴转雨,北风 3级
2129,2019-11-27 星期三 ,12℃,9℃,阴转雨,北风 3级
2130,2019-11-28 星期四 ,10℃,8℃,阴转多云,北风 4级
2131,2019-11-29 星期五 ,13℃,8℃,多云,东北风 3级
2132,2019-11-30 星期六 ,14℃,11℃,小雨到大雨,东风 2级
2133,2019-12-01 星期日 ,12℃,7℃,阴转多云,西北风 3级
2134,2019-12-02 星期一 ,10℃,6℃,晴,西北风 3级
2135,2019-12-03 星期二 ,10℃,4℃,晴,西北风 2级
2136,2019-12-04 星期三 ,12℃,5℃,晴转多云,西北风 2级
2137,2019-12-05 星期四 ,12℃,6℃,多云,北风 3级
2138,2019-12-06 星期五 ,10℃,6℃,晴,北风 3级
2139,2019-12-07 星期六 ,10℃,6℃,晴,北风 2级
2140,2019-12-08 星期日 ,12℃,4℃,晴,西南风 1级
2141,2019-12-09 星期一 ,15℃,6℃,晴转多云,南风 2级
2142,2019-12-10 星期二 ,17℃,9℃,多云,南风 2级
2143,2019-12-11 星期三 ,15℃,8℃,多云转晴,西北风 3级
2144,2019-12-12 星期四 ,13℃,7℃,多云,东北风 2级
2145,2019-12-13 星期五 ,16℃,9℃,多云,南风 2级
2146,2019-12-14 星期六 ,15℃,9℃,多云,东北风 3级
2147,2019-12-15 星期日 ,16℃,10℃,晴转多云,东南风 3级
2148,2019-12-16 星期一 ,20℃,14℃,多云,东南风 2级
2149,2019-12-17 星期二 ,15℃,9℃,小雨到中雨,北风 3级
2150,2019-12-18 星期三 ,10℃,6℃,小雨到中雨,北风 3级
2151,2019-12-19 星期四 ,8℃,6℃,晴转多云,北风 3级
2152,2019-12-20 星期五 ,10℃,5℃,阴,东北风 2级
2153,2019-12-21 星期六 ,11℃,9℃,小雨到大雨,东风 3级
2154,2019-12-22 星期日 ,12℃,9℃,多云,北风 2级
2155,2019-12-23 星期一 ,13℃,8℃,中雨转雨,东北风 2级
2156,2019-12-24 星期二 ,11℃,9℃,多云,东北风 3级
2157,2019-12-25 星期三 ,14℃,10℃,小雨到大雨,东风 2级
2158,2019-12-26 星期四 ,13℃,5℃,多云,西北风 4级
2159,2019-12-27 星期五 ,9℃,4℃,晴,北风 2级
2160,2019-12-28 星期六 ,13℃,4℃,小雨转雨,东南风 2级
2161,2019-12-29 星期日 ,15℃,6℃,阴,南风 2级
2162,2019-12-30 星期一 ,13℃,8℃,多云,北风 3级
2163,2019-12-31 星期二 ,7℃,2℃,晴转多云,北风 3级
2164,2020-01-01 星期三 ,10℃,2℃,阴转多云,东风 2级
2165,2020-01-02 星期四 ,12℃,8℃,多云,东风 2级
2166,2020-01-03 星期五 ,12℃,9℃,多云转雨,东北风 2级
2167,2020-01-04 星期六 ,12℃,9℃,多云,东北风 2级
2168,2020-01-05 星期日 ,14℃,10℃,多云,东风 3级
2169,2020-01-06 星期一 ,21℃,13℃,多云,南风 3级
2170,2020-01-07 星期二 ,19℃,7℃,阴,西风 3级
2171,2020-01-08 星期三 ,8℃,4℃,阴,西北风 3级
2172,2020-01-09 星期四 ,8℃,5℃,阴,北风 2级
2173,2020-01-10 星期五 ,9℃,6℃,小雨到中雨,东北风 3级
2174,2020-01-11 星期六 ,9℃,6℃,多云,北风 3级
2175,2020-01-12 星期日 ,9℃,4℃,霾,西北风 3级
2176,2020-01-13 星期一 ,9℃,4℃,阴,东北风 1级
2177,2020-01-14 星期二 ,8℃,4℃,多云,北风 2级
2178,2020-01-15 星期三 ,9℃,3℃,阴转雨,东北风 3级
2179,2020-01-16 星期四 ,7℃,5℃,阴转雨,东北风 3级
2180,2020-01-17 星期五 ,8℃,5℃,多云,北风 3级
2181,2020-01-18 星期六 ,7℃,3℃,阴,北风 2级
2182,2020-01-19 星期日 ,8℃,4℃,多云转晴,西北风 2级
2183,2020-01-20 星期一 ,11℃,3℃,霾,西北风 2级
2184,2020-01-21 星期二 ,12℃,5℃,阴转雨,东南风 3级
2185,2020-01-22 星期三 ,11℃,7℃,多云,西风 2级
2186,2020-01-23 星期四 ,11℃,8℃,暴雨转雨,北风 2级
2187,2020-01-24 星期五 ,11℃,8℃,大雨转雨,东北风 3级
2188,2020-01-25 星期六 ,10℃,7℃,阴转雨,北风 3级
2189,2020-01-26 星期日 ,10℃,8℃,阴转雨,东北风 4级
2190,2020-01-27 星期一 ,8℃,5℃,多云,西北风 3级
2191,2020-01-28 星期二 ,7℃,4℃,晴转多云,西北风 3级
2192,2020-01-29 星期三 ,8℃,4℃,晴,西北风 3级
2193,2020-01-30 星期四 ,7℃,3℃,晴,西北风 3级
2194,2020-01-31 星期五 ,8℃,2℃,晴,西北风 3级
